Timestamp,Sensor_ID,Pressure (bar),Flow Rate (L/s),Temperature (°C)
01-01-2024 14:35,S008,3.956587368,191.6399734,17.11321325
01-01-2024 14:40,S002,3.283651864,146.6819976,19.75251026
01-01-2024 14:45,S002,3.827497535,129.5397699,16.61548243
01-01-2024 14:50,S008,3.309236939,168.6084747,14.78128754
01-01-2024 14:55,S010,2.119772671,132.5373606,16.92914276
01-01-2024 15:00,S003,2.605044559,51.42281504,10.79025754
01-01-2024 15:05,S009,3.371135811,90.75304566,15.97431076
01-01-2024 15:10,S004,3.606373452,85.81657187,11.6571117
01-01-2024 15:15,S004,3.573329973,138.3662802,14.15898469
01-01-2024 15:20,S001,3.087445211,68.66563359,24.34623546
01-01-2024 15:25,S006,3.973495773,182.6298467,19.0119767
01-01-2024 15:30,S007,3.986752939,84.75075521,24.14097661
01-01-2024 15:35,S010,2.570418036,107.6135917,10.55097906
01-01-2024 15:40,S005,0.910976996,331.754081,23.25678827
01-01-2024 15:45,S002,3.236779511,199.4503664,23.46154222
01-01-2024 15:50,S009,3.389409902,137.0129312,11.37230256
01-01-2024 15:55,S009,2.566564995,177.82903,10.53133553
01-01-2024 16:00,S002,3.11267982,105.9032776,13.89630676
01-01-2024 16:05,S006,3.016029766,79.91798958,23.41719896
01-01-2024 16:10,S003,3.737021449,102.1713812,20.17024229
01-01-2024 16:15,S006,3.281890468,180.2241206,13.67928298
01-01-2024 16:20,S009,3.895135526,65.87511407,20.48486107
01-01-2024 16:25,S010,3.198205013,181.860722,10.07717756
01-01-2024 16:30,S007,2.741139844,172.6950536,22.48201267
01-01-2024 16:35,S001,3.339766468,67.37657852,15.65043043
01-01-2024 16:40,S006,2.925014422,52.76415781,16.48361176
01-01-2024 16:45,S005,2.653764592,190.5842731,20.31828583
01-01-2024 16:50,S001,3.656476439,156.2858007,17.10360833
01-01-2024 16:55,S002,3.807305209,196.0233454,24.53316783
01-01-2024 17:00,S007,2.598439217,173.2269421,15.57750294
01-01-2024 17:05,S007,3.16885406,91.04399994,24.9568675
01-01-2024 17:10,S007,3.290536144,173.8881149,14.47561646
01-01-2024 17:15,S004,3.481766821,90.98892905,24.26295343
01-01-2024 17:20,S005,3.864286766,178.6040138,24.46780708
01-01-2024 17:25,S001,2.981114111,158.6634009,21.18755518
01-01-2024 17:30,S008,3.052789516,179.6537375,17.0981486
01-01-2024 17:35,S001,2.636746736,73.04870572,16.80540452
01-01-2024 17:40,S005,3.867754052,195.1266895,12.78188312
01-01-2024 17:45,S007,2.687778688,152.8347931,16.45458842
01-01-2024 17:50,S006,3.372957103,90.34901067,21.96338651
01-01-2024 17:55,S008,3.196897895,152.068494,15.93317626
01-01-2024 18:00,S009,3.790183596,166.9776483,10.59428238
01-01-2024 18:05,S001,2.654188607,135.6356753,10.27551455
01-01-2024 18:10,S001,3.339473025,51.46562711,14.89691962
01-01-2024 18:15,S001,3.73677107,103.6702026,14.83142053
01-01-2024 18:20,S010,3.700880049,80.02253664,12.51223873
01-01-2024 18:25,S003,3.844331954,139.2164956,19.24906873
01-01-2024 18:30,S008,3.921025694,143.795699,21.75134089
01-01-2024 18:35,S004,3.329502179,139.6213794,21.7574883
01-01-2024 18:40,S010,3.157910825,158.723984,18.89917972
01-01-2024 18:45,S003,2.828820981,196.3797884,15.05343688
01-01-2024 18:50,S007,2.565492487,74.25088162,10.31291709
01-01-2024 18:55,S008,3.962189743,147.548853,12.99313676
01-01-2024 19:00,S001,3.760678609,76.12900049,24.41170827
01-01-2024 19:05,S005,3.018902489,105.6558144,24.81474346
01-01-2024 19:10,S009,3.157923129,158.7886491,17.30003412
01-01-2024 19:15,S006,3.482514008,198.8199975,14.25781793
01-01-2024 19:20,S002,3.44734033,159.9669534,11.97351528
01-01-2024 19:25,S007,3.4488108,105.9272956,17.68922808
01-01-2024 19:30,S009,2.870846612,180.6124852,16.67957883
01-01-2024 19:35,S002,2.642892262,147.8184868,14.68222085
01-01-2024 19:40,S005,2.987785096,166.0209689,11.96310491
01-01-2024 19:45,S010,2.610245121,75.46368576,17.79660923
01-01-2024 19:50,S001,3.174150753,138.1826557,24.22875032
01-01-2024 19:55,S009,3.408307236,103.509808,18.00267888
01-01-2024 20:00,S008,3.378031547,180.2406921,13.08761815
01-01-2024 20:05,S002,2.684456213,84.66963686,10.77545256
01-01-2024 20:10,S005,3.900812526,97.42341575,17.60852213
01-01-2024 20:15,S005,3.219845622,152.8951604,10.26069685
01-01-2024 20:20,S007,3.182109783,127.3394043,17.3326987
01-01-2024 20:25,S004,3.557021144,80.27801782,20.1014865
01-01-2024 20:30,S008,2.734245767,85.184194,24.45020249
01-01-2024 20:35,S007,3.916921329,152.4872042,17.45762146
01-01-2024 20:40,S008,3.652779047,66.96647286,21.93265558
01-01-2024 20:45,S005,3.500457275,136.5777855,15.22860501
01-01-2024 20:50,S009,3.799658001,199.0005406,21.28641644
01-01-2024 20:55,S004,3.475767472,164.7786297,23.88512246
01-01-2024 21:00,S009,2.975793575,180.3350938,15.63508378
01-01-2024 21:05,S005,2.986878745,104.9692302,15.94259037
01-01-2024 21:10,S009,3.394728212,131.8530333,16.66629179
01-01-2024 21:15,S008,3.502319198,142.9235519,16.95241066
01-01-2024 21:20,S002,3.218772816,53.84630987,15.11871741
01-01-2024 21:25,S005,2.869104488,121.5043213,15.91547986
01-01-2024 21:30,S005,2.793666979,51.13443125,19.71212071
01-01-2024 21:35,S003,2.590401085,190.165404,15.27434031
01-01-2024 21:40,S005,2.927309353,96.09349474,22.04538847
01-01-2024 21:45,S004,3.576453679,109.985781,24.65087858
01-01-2024 21:50,S007,3.521676781,77.21575215,17.87745076
01-01-2024 21:55,S010,2.77784267,187.6628734,16.36791138
01-01-2024 22:00,S008,3.289748791,66.84565166,10.03876022
01-01-2024 22:05,S009,3.690615776,146.990887,12.62160164
01-01-2024 22:10,S008,3.030132069,85.53058385,21.70788273
01-01-2024 22:15,S007,3.501324849,64.33029708,19.35788987
01-01-2024 22:20,S001,3.605310617,179.4195616,13.251097
01-01-2024 22:25,S003,3.410641054,132.0046119,13.47920644
01-01-2024 22:30,S009,3.98167828,70.46596288,20.42716831
01-01-2024 22:35,S007,3.586775277,52.37316376,15.11635037
01-01-2024 22:40,S006,3.367580376,91.12409998,11.19129053
01-01-2024 22:45,S003,3.101781871,105.0434119,15.15340712
01-01-2024 22:50,S002,3.504403924,60.48974086,19.60252336
01-01-2024 22:55,S003,1.644939954,175.4877791,14.9950287
01-01-2024 23:00,S002,3.169528527,100.0354324,18.7071251
01-01-2024 23:05,S009,2.755716907,111.421678,16.3403367
01-01-2024 23:10,S008,3.693174941,189.0766729,13.51963123
01-01-2024 23:15,S005,3.605770338,165.2899707,13.65485074
01-01-2024 23:20,S006,2.633686648,163.2905631,11.91570225
01-01-2024 23:25,S002,2.59466355,67.64735427,13.4103595
01-01-2024 23:30,S002,3.905436735,133.0703361,14.58286466
01-01-2024 23:35,S004,3.810004993,74.2646317,21.79413935
01-01-2024 23:40,S004,2.812765772,189.5892822,11.74549597
01-01-2024 23:45,S008,3.298721789,158.2133101,12.11917074
01-01-2024 23:50,S005,2.534340737,73.06867245,13.35421652
01-01-2024 23:55,S010,3.733720845,69.87870091,22.93021723
02-01-2024 00:00,S006,3.743998608,97.62971718,24.29196291
02-01-2024 00:05,S002,2.602258464,53.87178604,12.02749434
02-01-2024 00:10,S004,3.159267533,65.84970264,19.61239472
02-01-2024 00:15,S007,2.72803728,59.20244407,21.71142379
02-01-2024 00:20,S002,2.586670841,154.2552843,24.75518388
02-01-2024 00:25,S009,3.674044061,89.80811138,12.66649582
02-01-2024 00:30,S004,3.995045281,172.0955404,19.22829157
02-01-2024 00:35,S006,3.139125076,69.60655651,23.29906323
02-01-2024 00:40,S007,3.288256933,122.245227,12.65330718
02-01-2024 00:45,S007,3.124230997,122.2016227,10.28788415
02-01-2024 00:50,S010,2.784542272,142.842229,14.85250592
02-01-2024 00:55,S005,3.702305668,193.9364966,17.31781066
02-01-2024 01:00,S005,3.766535624,64.71238712,17.32361706
02-01-2024 01:05,S002,3.214027194,106.3832428,15.91714418
02-01-2024 01:10,S001,3.93300203,168.0355079,14.73110344
02-01-2024 01:15,S001,3.761307369,55.76395234,23.52642988
02-01-2024 01:20,S002,3.079523365,117.5186649,13.40447042
02-01-2024 01:25,S003,2.65854022,198.2412907,16.64909631
02-01-2024 01:30,S007,3.574485082,60.8126504,11.06885092
02-01-2024 01:35,S005,3.081392847,119.2920405,24.87382613
02-01-2024 01:40,S003,2.777793352,76.1164003,11.47593475
02-01-2024 01:45,S010,2.531417442,62.32575012,24.51790052
02-01-2024 01:50,S009,3.963986274,150.1025597,10.15641549
02-01-2024 01:55,S009,3.46585638,129.54532,10.62926835
02-01-2024 02:00,S008,2.670934952,122.9023254,23.80445772
02-01-2024 02:05,S002,2.69214362,100.7401259,23.9212546
02-01-2024 02:10,S010,3.419409374,191.4613757,13.61039068
02-01-2024 02:15,S001,3.468716219,92.88601839,22.23920408
02-01-2024 02:20,S009,3.316024869,145.4106146,13.31595057
02-01-2024 02:25,S007,2.770891897,58.07873105,14.80089749
02-01-2024 02:30,S002,2.661915572,152.7947024,11.37806332
02-01-2024 02:35,S007,3.761054542,159.9202317,18.13355808
02-01-2024 02:40,S006,3.347532989,153.3327953,23.09984374
02-01-2024 02:45,S008,1.052683815,87.41796678,13.70018297
02-01-2024 02:50,S010,3.486340469,96.6393395,21.13522076
02-01-2024 02:55,S002,3.033076853,167.5687677,18.31339771
02-01-2024 03:00,S006,3.749020704,51.65474214,21.24318227
02-01-2024 03:05,S003,3.762955557,120.5478581,17.5307532
02-01-2024 03:10,S004,3.583106407,182.9293671,18.89566501
02-01-2024 03:15,S008,2.767558876,54.36070705,12.50327677
02-01-2024 03:20,S001,3.3823034,122.1459335,19.63488289
02-01-2024 03:25,S007,3.554415161,57.92059407,17.29896493
02-01-2024 03:30,S003,3.247383523,61.55874187,10.87826394
02-01-2024 03:35,S006,2.814762992,173.7696001,17.80444865
02-01-2024 03:40,S001,3.151029049,63.29006445,13.30917929
02-01-2024 03:45,S009,3.899669997,146.3847799,16.3187208
02-01-2024 03:50,S006,3.986689648,162.0829382,21.0997958
02-01-2024 03:55,S004,3.043353162,100.1766933,10.39295063
02-01-2024 04:00,S006,3.277118149,94.80883604,24.11018868
02-01-2024 04:05,S003,3.065371247,119.259922,17.21359001
02-01-2024 04:10,S004,2.700219959,62.09022706,20.9190896
02-01-2024 04:15,S009,2.510543806,58.59203766,13.37835553
02-01-2024 04:20,S004,3.485432734,193.4921932,11.03437025
02-01-2024 04:25,S007,2.870468199,185.9381871,13.743193
02-01-2024 04:30,S010,3.767184154,90.22085301,12.34572707
02-01-2024 04:35,S002,3.85965618,70.88680567,17.98631023
02-01-2024 04:40,S002,3.598673098,132.2480876,11.91982313
02-01-2024 04:45,S010,2.178009719,101.4531111,20.96231447
02-01-2024 04:50,S008,3.007394658,96.30481151,24.20553982
02-01-2024 04:55,S001,2.726870243,83.79753949,13.76449992
02-01-2024 05:00,S001,3.970775233,84.11142438,16.05966814
02-01-2024 05:05,S001,3.315307326,62.25880186,16.87450962
02-01-2024 05:10,S002,3.496281872,82.41356798,11.46343765
02-01-2024 05:15,S007,3.318147804,59.34096588,17.68753973
02-01-2024 05:20,S003,3.679417299,80.20456732,13.87931252
02-01-2024 05:25,S004,3.279078789,80.73219112,23.16745117
02-01-2024 05:30,S009,3.340273388,162.609426,18.36971108
02-01-2024 05:35,S003,3.863830309,130.8052697,17.46718762
02-01-2024 05:40,S009,3.096072086,64.0111958,16.61608237
02-01-2024 05:45,S008,2.930706937,168.9281629,18.66390049
02-01-2024 05:50,S008,3.280285785,117.140441,18.36730288
02-01-2024 05:55,S003,3.845779511,75.328131,17.60576656
02-01-2024 06:00,S008,3.840984565,148.1438828,12.28156425
02-01-2024 06:05,S006,3.785310904,67.64659822,21.09595498
02-01-2024 06:10,S007,1.870075808,178.7783278,14.84516798
02-01-2024 06:15,S005,3.339633525,129.1099433,20.79030434
02-01-2024 06:20,S005,3.960186085,100.5260753,14.44734672
02-01-2024 06:25,S009,3.206751848,173.2455347,16.88897796
02-01-2024 06:30,S003,3.819732871,128.8152369,13.66509911
02-01-2024 06:35,S001,2.859811169,71.29579846,15.21912117
02-01-2024 06:40,S009,3.153258182,136.5874596,21.07103685
02-01-2024 06:45,S003,2.5466734,160.8942103,11.59515589
02-01-2024 06:50,S007,2.750698017,148.2923615,24.87613926
02-01-2024 06:55,S003,3.54122586,126.898213,14.57966015
02-01-2024 07:00,S005,3.112459514,163.88731,23.55411767
02-01-2024 07:05,S002,3.476152821,181.1340086,10.00282599
02-01-2024 07:10,S006,2.840095574,107.241791,11.93273068
02-01-2024 07:15,S004,2.527000133,113.2166062,10.40762524
02-01-2024 07:20,S009,2.938327346,186.6155242,21.30942855
02-01-2024 07:25,S007,3.432016746,133.877721,19.42357166
02-01-2024 07:30,S004,2.668870586,155.5528966,18.11047715
02-01-2024 07:35,S001,3.203151948,95.18978911,18.97536226
02-01-2024 07:40,S009,2.572214254,185.4342493,22.78395812
02-01-2024 07:45,S009,3.983542538,143.9264257,17.96974781
02-01-2024 07:50,S003,2.901665013,168.374127,18.60024018
02-01-2024 07:55,S005,3.398467762,67.23994956,11.40785927
02-01-2024 08:00,S001,2.59703034,193.3736726,10.37712937
02-01-2024 08:05,S006,3.151893941,166.0819484,19.02885147
02-01-2024 08:10,S008,3.92216248,116.7869168,21.83203396
02-01-2024 08:15,S004,3.076766991,123.1500603,19.78336389
02-01-2024 08:20,S007,3.975760469,90.34384187,16.10457864
02-01-2024 08:25,S006,2.568473118,71.00361463,14.15221462
02-01-2024 08:30,S001,3.433779544,120.4615644,16.71202212
02-01-2024 08:35,S006,3.781203996,57.42452802,22.49975607
02-01-2024 08:40,S007,3.703878519,135.8072965,17.69001589
02-01-2024 08:45,S009,3.725023263,92.68434526,22.27310003
02-01-2024 08:50,S007,2.219794957,146.2231967,20.53388149
02-01-2024 08:55,S003,3.116531613,186.1416504,20.71048967
02-01-2024 09:00,S010,3.932590767,173.1797424,10.02347658
02-01-2024 09:05,S007,2.560838106,180.7396591,13.85041342
02-01-2024 09:10,S004,3.053579533,68.15375007,16.28421685
02-01-2024 09:15,S010,2.981621646,162.4776147,16.19012989
02-01-2024 09:20,S003,3.390491187,51.5196776,19.5414407
02-01-2024 09:25,S003,3.585959583,68.08376246,23.53679961
02-01-2024 09:30,S008,3.730018944,154.2323561,17.98739049
02-01-2024 09:35,S010,3.865201955,171.2033945,13.24077048
02-01-2024 09:40,S006,3.768406544,153.873924,16.44896616
02-01-2024 09:45,S005,3.792613742,138.5428314,13.39418662
02-01-2024 09:50,S009,3.146477831,97.83002275,18.7329812
02-01-2024 09:55,S004,3.089461338,128.8718898,17.6752208
02-01-2024 10:00,S005,3.835145553,101.8816191,12.31689621
02-01-2024 10:05,S003,3.01090625,60.75678333,16.14443342
02-01-2024 10:10,S005,3.296628017,176.2585043,18.70332278
02-01-2024 10:15,S001,2.710829451,122.8384549,10.4130508
02-01-2024 10:20,S004,2.648953304,81.32961061,23.88455995
02-01-2024 10:25,S006,3.634320421,118.7784513,14.33867158
02-01-2024 10:30,S010,1.612130195,147.909747,16.6619157
02-01-2024 10:35,S004,1.679806439,221.7581783,21.60308337
02-01-2024 10:40,S005,3.750474943,116.0662025,14.53499874
02-01-2024 10:45,S001,3.261169549,151.6080982,13.52555822
02-01-2024 10:50,S001,3.370701401,70.8795052,16.66065624
02-01-2024 10:55,S003,3.673582494,160.1866885,14.50734078
02-01-2024 11:00,S003,2.801968162,109.2706615,10.59189299
02-01-2024 11:05,S003,2.698558569,138.9521751,18.98680878
02-01-2024 11:10,S006,2.695978516,168.5764691,11.87231221
02-01-2024 11:15,S010,2.972543557,88.0666765,16.94013408
02-01-2024 11:20,S010,3.237127266,128.3666218,18.44067549
02-01-2024 11:25,S009,3.043402131,158.8574695,23.41678835
02-01-2024 11:30,S004,3.709884013,121.4725076,24.94184424
02-01-2024 11:35,S001,3.770453281,183.9635308,10.9368639
02-01-2024 11:40,S007,2.528674142,121.5265202,20.31583064
02-01-2024 11:45,S010,3.448816165,146.6705416,22.29696707
02-01-2024 11:50,S009,1.8476111,220.1940477,13.00976526
02-01-2024 11:55,S004,3.751216896,161.0714198,12.14275431
02-01-2024 12:00,S009,3.649173899,176.888216,19.20406171
02-01-2024 12:05,S004,3.110659734,59.90147662,15.23230801
02-01-2024 12:10,S002,2.509133122,65.14118,23.03416378
02-01-2024 12:15,S002,3.691773317,156.0629716,10.75339017
